mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
125	125	0	0	4/4	1	1	1/6	1/4	2/3		3	57		1463
125	125	1/8	1/8	4/4	2	1	1/8	1/8	1		3	45		1469
125	125	1/6	1/6	4/4	1	1	1/6	1/4	2/3		6	54		1464
125	125	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		1470
125	125	1/3	1/3	4/4	1	1	1/6	1/4	2/3		6	54		1465
125	125	3/8	3/8	4/4	2	1	1/8	1/8	1		3	45		1471
125	125	1/2	1/2	4/4	2	1	1/8	1/8	1		2	38		1472
125	125	1/2	1/2	4/4	1	1	1/4	1/4	1		6	54		1466
125	125	5/8	5/8	4/4	2	1	1/8	1/8	1		3	45		1473
125	125	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50		1474
125	125	3/4	3/4	4/4	1	1	1/4	1/4	1		6	54		1467
125	125	3/4	3/4	4/4	1	1	1/4	1/4	1		3	57		1467
125	125	7/8	7/8	4/4	2	1	1/8	1/8	1		3	45		1475
126	126	0	0	4/4	2	1	1/8	1/8	1		2	38		1482
126	126	0	0	4/4	1	1	1/6	1/4	2/3		6	54		1476
126	126	0	0	4/4	1	1	1/6	1/4	2/3		5	59		1476
126	126	1/8	1/8	4/4	2	1	1/8	1/8	1		8	44		1483
126	126	1/6	1/6	4/4	1	1	1/6	1/4	2/3		6	54		1477
126	126	1/6	1/6	4/4	1	1	1/6	1/4	2/3		5	59		1477
126	126	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		1484
126	126	1/3	1/3	4/4	1	1	1/6	1/4	2/3		6	54		1478
126	126	1/3	1/3	4/4	1	1	1/6	1/4	2/3		5	59		1478
126	126	3/8	3/8	4/4	2	1	1/8	1/8	1		8	44		1485
126	126	1/2	1/2	4/4	2	1	1/8	1/8	1		2	38		1486
126	126	1/2	1/2	4/4	1	1	1/6	1/4	2/3		6	54		1479
126	126	1/2	1/2	4/4	1	1	1/6	1/4	2/3		5	59		1479
126	126	5/8	5/8	4/4	2	1	1/8	1/8	1		8	44		1487
126	126	2/3	2/3	4/4	1	1	1/6	1/4	2/3		6	54		1480
126	126	2/3	2/3	4/4	1	1	1/6	1/4	2/3		7	61		1480
126	126	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50		1488
126	126	5/6	5/6	4/4	1	1	1/6	1/4	2/3		6	54		1481
126	126	5/6	5/6	4/4	1	1	1/6	1/4	2/3		5	59		1481
126	126	7/8	7/8	4/4	2	1	1/8	1/8	1		8	44		1489
127	127	0	0	4/4	2	1	1/8	1/8	1		2	38		1495
127	127	0	0	4/4	1	1	1/6	1/4	2/3		6	54		1490
127	127	0	0	4/4	1	1	1/6	1/4	2/3		3	57		1490
127	127	1/8	1/8	4/4	2	1	1/8	1/8	1		3	45		1496
127	127	1/6	1/6	4/4	1	1	1/6	1/4	2/3		6	54		1491
127	127	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		1497
127	127	1/3	1/3	4/4	1	1	1/6	1/4	2/3		6	54		1492
127	127	3/8	3/8	4/4	2	1	1/8	1/8	1		3	45		1498
127	127	1/2	1/2	4/4	2	1	1/8	1/8	1		2	38		1499
127	127	1/2	1/2	4/4	1	1	1/4	1/4	1		6	54		1493
127	127	5/8	5/8	4/4	2	1	1/8	1/8	1		3	45		1500
127	127	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50		1501
127	127	3/4	3/4	4/4	1	1	1/4	1/4	1		6	54		1494
127	127	3/4	3/4	4/4	1	1	1/4	1/4	1		3	57		1494
127	127	7/8	7/8	4/4	2	1	1/8	1/8	1		3	45		1502
128	128	0	0	4/4	2	1	1/8	1/8	1		2	38		1504
128	128	0	0	4/4	1	1	1	1	1		6	54		1503
128	128	0	0	4/4	1	1	1	1	1		8	56		1503
128	128	1/8	1/8	4/4	2	1	1/8	1/8	1		5	47		1505
128	128	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		1506
128	128	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		1507
128	128	1/2	1/2	4/4	2	1	1/8	1/8	1		8	56		1508
128	128	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59		1509
128	128	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1510
128	128	7/8	7/8	4/4	2	1	1/8	1/8	1		6	66		1511
129	129	0	0	4/4	2	1	1/8	1/8	1		2	38		1517
129	129	0	0	4/4	1	1	1/6	1/4	2/3		2	62		1512
129	129	0	0	4/4	1	1	1/6	1/4	2/3		6	66		1512
129	129	0	0	4/4	1	1	1/6	1/4	2/3		3	69		1512
129	129	1/8	1/8	4/4	2	1	1/8	1/8	1		3	45		1518
129	129	1/6	1/6	4/4	1	1	1/6	1/4	2/3		2	62		1513
129	129	1/6	1/6	4/4	1	1	1/6	1/4	2/3		6	66		1513
129	129	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		1519
129	129	1/3	1/3	4/4	1	1	1/6	1/4	2/3		2	62		1514
129	129	1/3	1/3	4/4	1	1	1/6	1/4	2/3		6	66		1514
129	129	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		1520
129	129	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57		1521
129	129	1/2	1/2	4/4	1	1	1/4	1/4	1		2	62		1515
129	129	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		1515
129	129	5/8	5/8	4/4	2	1	1/8	1/8	1		6	54		1522
129	129	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50		1523
129	129	3/4	3/4	4/4	1	1	1/4	1/4	1		2	62		1516
129	129	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66		1516
129	129	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		1516
129	129	7/8	7/8	4/4	2	1	1/8	1/8	1		3	45		1524
130	130	0	0	4/4	2	1	1/8	1/8	1		2	38		1531
130	130	0	0	4/4	1	1	1/6	1/4	2/3		2	62		1525
130	130	0	0	4/4	1	1	1/6	1/4	2/3		6	66		1525
130	130	0	0	4/4	1	1	1/6	1/4	2/3		5	71		1525
130	130	1/8	1/8	4/4	2	1	1/8	1/8	1		8	44		1532
130	130	1/6	1/6	4/4	1	1	1/6	1/4	2/3		2	62		1526
130	130	1/6	1/6	4/4	1	1	1/6	1/4	2/3		6	66		1526
130	130	1/6	1/6	4/4	1	1	1/6	1/4	2/3		5	71		1526
130	130	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		1533
130	130	1/3	1/3	4/4	1	1	1/6	1/4	2/3		2	62		1527
130	130	1/3	1/3	4/4	1	1	1/6	1/4	2/3		6	66		1527
130	130	1/3	1/3	4/4	1	1	1/6	1/4	2/3		5	71		1527
130	130	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		1534
130	130	1/2	1/2	4/4	2	1	1/8	1/8	1		8	56		1535
130	130	1/2	1/2	4/4	1	1	1/6	1/4	2/3		2	62		1528
130	130	1/2	1/2	4/4	1	1	1/6	1/4	2/3		6	66		1528
130	130	1/2	1/2	4/4	1	1	1/6	1/4	2/3		5	71		1528
130	130	5/8	5/8	4/4	2	1	1/8	1/8	1		6	54		1536
130	130	2/3	2/3	4/4	1	1	1/6	1/4	2/3		4	64		1529
130	130	2/3	2/3	4/4	1	1	1/6	1/4	2/3		6	66		1529
130	130	2/3	2/3	4/4	1	1	1/6	1/4	2/3		7	73		1529
130	130	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50		1537
130	130	5/6	5/6	4/4	1	1	1/6	1/4	2/3		2	62		1530
130	130	5/6	5/6	4/4	1	1	1/6	1/4	2/3		6	66		1530
130	130	5/6	5/6	4/4	1	1	1/6	1/4	2/3		5	71		1530
130	130	7/8	7/8	4/4	2	1	1/8	1/8	1		8	44		1538
131	131	0	0	4/4	2	1	1/8	1/8	1		2	38		1544
131	131	0	0	4/4	1	1	1/6	1/4	2/3		2	62		1539
131	131	0	0	4/4	1	1	1/6	1/4	2/3		6	66		1539
131	131	0	0	4/4	1	1	1/6	1/4	2/3		3	69		1539
131	131	1/8	1/8	4/4	2	1	1/8	1/8	1		3	45		1545
131	131	1/6	1/6	4/4	1	1	1/6	1/4	2/3		2	62		1540
131	131	1/6	1/6	4/4	1	1	1/6	1/4	2/3		6	66		1540
131	131	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		1546
131	131	1/3	1/3	4/4	1	1	1/6	1/4	2/3		2	62		1541
131	131	1/3	1/3	4/4	1	1	1/6	1/4	2/3		6	66		1541
131	131	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		1547
131	131	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57		1548
131	131	1/2	1/2	4/4	1	1	1/4	1/4	1		2	62		1542
131	131	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		1542
131	131	5/8	5/8	4/4	2	1	1/8	1/8	1		6	54		1549
131	131	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50		1550
131	131	3/4	3/4	4/4	1	1	1/4	1/4	1		7	61		1543
131	131	3/4	3/4	4/4	1	1	1/4	1/4	1		2	62		1543
131	131	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66		1543
131	131	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		1543
131	131	7/8	7/8	4/4	2	1	1/8	1/8	1		3	45		1551
132	132	0	0	4/4	2	1	1/8	1/8	1		4	40		1553
132	132	0	0	4/4	1	1	1	1	1		5	59		1552
132	132	0	0	4/4	1	1	1	1	1		2	62		1552
132	132	0	0	4/4	1	1	1	1	1		6	66		1552
132	132	0	0	4/4	1	1	1	1	1		8	68		1552
132	132	1/8	1/8	4/4	2	1	1/8	1/8	1		5	47		1554
132	132	1/4	1/4	4/4	2	1	1/8	1/8	1		4	52		1555
132	132	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		1556
132	132	1/2	1/2	4/4	2	1	1/8	1/8	1		8	56		1557
132	132	5/8	5/8	4/4	2	1	1/8	1/8	1		6	54		1558
132	132	3/4	3/4	4/4	2	1	1/8	1/8	1		8	56		1559
132	132	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59		1560
133	133	0	0	4/4	2	2	1/8	1/8	1		2	62		1566
133	133	0	0	4/4	2	1	1/4	1/4	1		2	62		1565
133	133	1/8	1/8	4/4	2	2	1/8	1/8	1		5	59		1567
133	133	1/4	1/4	4/4	2	2	1/8	1/8	1		2	62		1568
133	133	3/8	3/8	4/4	2	2	1/8	1/8	1		4	64		1569
133	133	1/2	1/2	4/4	1	1	1/8	1/8	1		6	66		1561
133	133	5/8	5/8	4/4	1	1	1/8	1/8	1		8	68		1562
133	133	3/4	3/4	4/4	1	1	1/8	1/8	1		5	71		1563
133	133	7/8	7/8	4/4	1	1	1/8	1/8	1		2	74		1564
134	134	0	0	4/4	1	1	1/8	1/8	1		6	78		1570
134	134	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1571
134	134	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71		1572
134	134	3/8	3/8	4/4	1	1	1/8	1/8	1	1	6	66		1573
134	134	1/2	1/2	4/4	1	2	1/2	1/2	1	-1	6	66		1578
134	134	1/2	1/2	4/4	1	1	1/8	1/8	1		8	68		1574
134	134	1/2	1/2	4/4	1	2	1/2	1/2	1		8	68		1578
134	134	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71		1575
134	134	3/4	3/4	4/4	1	1	1/8	1/8	1		2	74		1576
134	134	7/8	7/8	4/4	1	1	1/8	1/8	1		4	76		1577
135	135	0	0	4/4	1	1	1/8	1/8	1		6	78		1579
135	135	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1580
135	135	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71		1581
135	135	3/8	3/8	4/4	1	1	1/8	1/8	1	1	4	64		1582
135	135	1/2	1/2	4/4	1	2	1/2	1/2	1	-1	4	64		1587
135	135	1/2	1/2	4/4	1	1	1/8	1/8	1		8	68		1583
135	135	1/2	1/2	4/4	1	2	1/2	1/2	1		8	68		1587
135	135	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71		1584
135	135	3/4	3/4	4/4	1	1	1/8	1/8	1		2	74		1585
135	135	7/8	7/8	4/4	1	1	1/8	1/8	1		4	76		1586
136	136	0	0	4/4	1	1	1/8	1/8	1		6	78		1588
136	136	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1589
136	136	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71		1590
136	136	3/8	3/8	4/4	1	1	1/8	1/8	1	1	6	66		1591
136	136	1/2	1/2	4/4	1	2	1/2	1/2	1	-1	6	66		1596
136	136	1/2	1/2	4/4	1	1	1/8	1/8	1		8	68		1592
136	136	1/2	1/2	4/4	1	2	1/2	1/2	1		8	68		1596
136	136	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71		1593
136	136	3/4	3/4	4/4	1	1	1/8	1/8	1		2	74		1594
136	136	7/8	7/8	4/4	1	1	1/8	1/8	1		4	76		1595
137	137	0	0	4/4	1	1	1/8	1/8	1		6	78		1597
137	137	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1598
137	137	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71		1599
137	137	3/8	3/8	4/4	1	1	1/8	1/8	1	1	4	64		1600
137	137	1/2	1/2	4/4	1	2	1/2	1/2	1	-1	4	64		1605
137	137	1/2	1/2	4/4	1	1	1/8	1/8	1		8	68		1601
137	137	1/2	1/2	4/4	1	2	1/2	1/2	1		8	68		1605
137	137	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71		1602
137	137	3/4	3/4	4/4	1	1	1/8	1/8	1		2	74		1603
137	137	7/8	7/8	4/4	1	1	1/8	1/8	1		4	76		1604
138	138	0	0	4/4	1	1	1/4	1/4	1		6	78		1606
138	138	1/8	1/8	4/4	2	1	1/8	1/8	1		6	54		1610
138	138	1/4	1/4	4/4	2	1	1/8	1/8	1		7	61		1611
138	138	1/4	1/4	4/4	2	1	1/8	1/8	1		6	66		1611
138	138	1/4	1/4	4/4	1	1	1/4	1/4	1		7	85		1607
138	138	3/8	3/8	4/4	2	1	1/8	1/8	1		3	69		1612
138	138	1/2	1/2	4/4	1	2	1/2	1/2	1		6	78		1609
138	138	1/2	1/2	4/4	1	2	1/2	1/2	1		3	81		1609
138	138	1/2	1/2	4/4	1	1	1/2	1/2	1		12	84		1608
138	138	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		1613
138	138	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1614
138	138	3/4	3/4	4/4	2	1	1/8	1/8	1		6	66		1614
138	138	7/8	7/8	4/4	2	1	1/8	1/8	1		0	72		1615
139	139	0	0	4/4	1	1	1/4	1/4	1		7	85		1616
139	139	1/8	1/8	4/4	2	1	1/8	1/8	1		7	61		1623
139	139	1/4	1/4	4/4	2	1	1/8	1/8	1		6	66		1624
139	139	1/4	1/4	4/4	1	2	1/4	1/4	1		6	78		1621
139	139	1/4	1/4	4/4	1	2	1/4	1/4	1		3	81		1621
139	139	1/4	1/4	4/4	1	1	1/4	1/4	1		4	88		1617
139	139	3/8	3/8	4/4	2	1	1/8	1/8	1		4	76		1625
139	139	1/2	1/2	4/4	1	1	1/6	1/4	2/3		9	87		1618
139	139	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59		1626
139	139	2/3	2/3	4/4	1	2	1/6	1/4	2/3		6	78		1622
139	139	2/3	2/3	4/4	1	1	1/6	1/4	2/3		5	83		1619
139	139	3/4	3/4	4/4	2	1	1/8	1/8	1		6	66		1627
139	139	5/6	5/6	4/4	1	1	1/6	1/4	2/3		3	81		1620
139	139	7/8	7/8	4/4	2	1	1/8	1/8	1		9	75		1628
140	140	0	0	4/4	1	1	1/4	1/4	1		6	78		1629
140	140	1/8	1/8	4/4	2	1	1/8	1/8	1		6	54		1633
140	140	1/4	1/4	4/4	2	1	1/8	1/8	1		7	61		1634
140	140	1/4	1/4	4/4	2	1	1/8	1/8	1		6	66		1634
140	140	1/4	1/4	4/4	1	1	1/4	1/4	1		7	85		1630
140	140	3/8	3/8	4/4	2	1	1/8	1/8	1		3	69		1635
140	140	1/2	1/2	4/4	1	2	1/2	1/2	1		6	78		1632
140	140	1/2	1/2	4/4	1	2	1/2	1/2	1		3	81		1632
140	140	1/2	1/2	4/4	1	1	1/2	1/2	1		12	84		1631
140	140	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		1636
140	140	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1637
140	140	3/4	3/4	4/4	2	1	1/8	1/8	1		6	66		1637
140	140	7/8	7/8	4/4	2	1	1/8	1/8	1		0	72		1638
141	141	0	0	4/4	1	1	1/4	1/4	1		7	85		1639
141	141	1/8	1/8	4/4	2	1	1/8	1/8	1		7	61		1646
141	141	1/4	1/4	4/4	2	1	1/8	1/8	1		6	66		1647
141	141	1/4	1/4	4/4	1	2	1/4	1/4	1		6	78		1644
141	141	1/4	1/4	4/4	1	2	1/4	1/4	1		3	81		1644
141	141	1/4	1/4	4/4	1	1	1/4	1/4	1		4	88		1640
141	141	3/8	3/8	4/4	2	1	1/8	1/8	1		4	76		1648
141	141	1/2	1/2	4/4	1	1	1/6	1/4	2/3		9	87		1641
141	141	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59		1649
141	141	2/3	2/3	4/4	1	2	1/6	1/4	2/3		6	78		1645
141	141	2/3	2/3	4/4	1	1	1/6	1/4	2/3		5	83		1642
141	141	3/4	3/4	4/4	2	1	1/8	1/8	1		6	66		1650
141	141	5/6	5/6	4/4	1	1	1/6	1/4	2/3		3	81		1643
141	141	7/8	7/8	4/4	2	1	1/8	1/8	1		9	75		1651
142	142	0	0	4/4	1	1	1/4	1/4	1		7	73		1652
142	142	1/8	1/8	4/4	2	1	1/8	1/8	1		7	49		1659
142	142	1/4	1/4	4/4	2	1	1/8	1/8	1		6	54		1660
142	142	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66		1657
142	142	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69		1657
142	142	1/4	1/4	4/4	1	1	1/4	1/4	1		4	76		1653
142	142	3/8	3/8	4/4	2	1	1/8	1/8	1		4	64		1661
142	142	1/2	1/2	4/4	1	1	1/6	1/4	2/3		9	75		1654
142	142	5/8	5/8	4/4	2	1	1/8	1/8	1		5	47		1662
142	142	2/3	2/3	4/4	1	2	1/6	1/4	2/3		6	66		1658
142	142	2/3	2/3	4/4	1	1	1/6	1/4	2/3		5	71		1655
142	142	3/4	3/4	4/4	2	1	1/8	1/8	1		6	54		1663
142	142	5/6	5/6	4/4	1	1	1/6	1/4	2/3		3	69		1656
142	142	7/8	7/8	4/4	2	1	1/8	1/8	1		9	63		1664
143	143	0	0	4/4	2	1	1/8	1/8	1		3	45		1666
143	143	0	0	4/4	1	1	1	1	1		7	73		1665
143	143	1/8	1/8	4/4	2	1	1/8	1/8	1		9	51		1667
143	143	1/4	1/4	4/4	2	1	1/8	1/8	1		6	54		1668
143	143	3/8	3/8	4/4	2	1	1/8	1/8	1		3	57		1669
143	143	1/2	1/2	4/4	2	1	1/8	1/8	1		7	61		1670
143	143	5/8	5/8	4/4	2	1	1/8	1/8	1		9	63		1671
143	143	3/4	3/4	4/4	2	1	1/8	1/8	1		6	66		1672
143	143	7/8	7/8	4/4	2	1	1/8	1/8	1		3	69		1673
144	144	0	0	4/4	1	1	1/8	1/8	1		7	73		1674
144	144	1/8	1/8	4/4	1	1	1/8	1/8	1		9	75		1675
144	144	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1676
144	144	3/8	3/8	4/4	1	1	1/8	1/8	1		3	81		1677
144	144	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1678
144	144	5/8	5/8	4/4	1	1	1/8	1/8	1		9	87		1679
144	144	3/4	3/4	4/4	1	1	1/8	1/8	1		6	90		1680
144	144	7/8	7/8	4/4	1	1	1/8	1/8	1		3	93		1681
145	145	0	0	4/4	2	1	1/8	1/8	1		8	44		1687
145	145	0	0	4/4	1	1	1	1	1		5	95		1682
145	145	0	0	4/4	1	1	1	1	1		7	97		1682
145	145	1/8	1/8	4/4	2	1	1/8	1/8	1		11	53		1688
145	145	1/4	1/4	4/4	2	1	1/8	1/8	1		8	56		1689
145	145	3/8	3/8	4/4	2	1	1/8	1/8	1		5	59		1690
145	145	1/2	1/2	4/4	2	1	1/8	1/8	1		7	61		1691
145	145	1/2	1/2	4/4	1	2	1/8	1/8	1		11	65		1683
145	145	5/8	5/8	4/4	1	2	1/8	1/8	1		8	68		1684
145	145	3/4	3/4	4/4	1	2	1/8	1/8	1		5	71		1685
145	145	7/8	7/8	4/4	1	2	1/8	1/8	1		7	73		1686
146	146	0	0	4/4	1	1	1/8	1/8	1		11	77		1692
146	146	1/8	1/8	4/4	1	1	1/8	1/8	1		8	80		1693
146	146	1/4	1/4	4/4	1	1	1/8	1/8	1		5	83		1694
146	146	3/8	3/8	4/4	1	1	1/8	1/8	1		7	85		1695
146	146	1/2	1/2	4/4	1	1	1/8	1/8	1		11	77		1696
146	146	5/8	5/8	4/4	1	1	1/8	1/8	1		8	80		1697
146	146	3/4	3/4	4/4	1	1	1/8	1/8	1		5	83		1698
146	146	7/8	7/8	4/4	1	1	1/8	1/8	1		7	85		1699
147	147	0	0	4/4	2	1	1/2	1/2	1		6	30		1708
147	147	0	0	4/4	2	1	1/2	1/2	1		7	37		1708
147	147	0	0	4/4	2	1	1/2	1/2	1		6	42		1708
147	147	0	0	4/4	1	1	1/8	1/8	1		7	85		1700
147	147	0	0	4/4	1	1	1/8	1/8	1		6	90		1700
147	147	1/8	1/8	4/4	1	1	1/8	1/8	1		6	78		1701
147	147	1/4	1/4	4/4	1	1	1/8	1/8	1		7	85		1702
147	147	1/4	1/4	4/4	1	1	1/8	1/8	1		6	90		1702
147	147	3/8	3/8	4/4	1	1	1/8	1/8	1		6	78		1703
147	147	1/2	1/2	4/4	2	1	1/2	1/2	1		7	37		1709
147	147	1/2	1/2	4/4	2	1	1/2	1/2	1		6	42		1709
147	147	1/2	1/2	4/4	2	1	1/2	1/2	1		7	49		1709
147	147	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1704
147	147	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1704
147	147	5/8	5/8	4/4	1	1	1/8	1/8	1		7	73		1705
147	147	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78		1706
147	147	3/4	3/4	4/4	1	1	1/8	1/8	1		7	85		1706
147	147	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1707
148	148	0	0	4/4	2	1	1	1	1		5	35		1718
148	148	0	0	4/4	2	1	1	1	1		6	42		1718
148	148	0	0	4/4	2	1	1	1	1		5	47		1718
148	148	0	0	4/4	1	1	1/8	1/8	1		6	78		1710
148	148	0	0	4/4	1	1	1/8	1/8	1		9	87		1710
148	148	1/8	1/8	4/4	1	1	1/8	1/8	1		9	75		1711
148	148	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1712
148	148	1/4	1/4	4/4	1	1	1/8	1/8	1		9	87		1712
148	148	3/8	3/8	4/4	1	1	1/8	1/8	1		9	75		1713
148	148	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1714
148	148	1/2	1/2	4/4	1	1	1/8	1/8	1		5	83		1714
148	148	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71		1715
148	148	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78		1716
148	148	3/4	3/4	4/4	1	1	1/8	1/8	1		5	83		1716
148	148	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		1717
149	149	0	0	4/4	2	1	1/2	1/2	1		6	30		1727
149	149	0	0	4/4	2	1	1/2	1/2	1		7	37		1727
149	149	0	0	4/4	2	1	1/2	1/2	1		6	42		1727
149	149	0	0	4/4	1	1	1/8	1/8	1		7	85		1719
149	149	0	0	4/4	1	1	1/8	1/8	1		6	90		1719
149	149	1/8	1/8	4/4	1	1	1/8	1/8	1		6	78		1720
149	149	1/4	1/4	4/4	1	1	1/8	1/8	1		7	85		1721
149	149	1/4	1/4	4/4	1	1	1/8	1/8	1		6	90		1721
149	149	3/8	3/8	4/4	1	1	1/8	1/8	1		6	78		1722
149	149	1/2	1/2	4/4	2	1	1/2	1/2	1		7	37		1728
149	149	1/2	1/2	4/4	2	1	1/2	1/2	1		6	42		1728
149	149	1/2	1/2	4/4	2	1	1/2	1/2	1		7	49		1728
149	149	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1723
149	149	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1723
149	149	5/8	5/8	4/4	1	1	1/8	1/8	1		7	73		1724
149	149	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78		1725
149	149	3/4	3/4	4/4	1	1	1/8	1/8	1		7	85		1725
149	149	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1726
150	150	0	0	4/4	2	1	1	1	1		5	35		1737
150	150	0	0	4/4	2	1	1	1	1		6	42		1737
150	150	0	0	4/4	2	1	1	1	1		5	47		1737
150	150	0	0	4/4	1	1	1/8	1/8	1		6	78		1729
150	150	0	0	4/4	1	1	1/8	1/8	1		9	87		1729
150	150	1/8	1/8	4/4	1	1	1/8	1/8	1		9	75		1730
150	150	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1731
150	150	1/4	1/4	4/4	1	1	1/8	1/8	1		9	87		1731
150	150	3/8	3/8	4/4	1	1	1/8	1/8	1		9	75		1732
150	150	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1733
150	150	1/2	1/2	4/4	1	1	1/8	1/8	1		5	83		1733
150	150	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71		1734
150	150	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78		1735
150	150	3/4	3/4	4/4	1	1	1/8	1/8	1		5	83		1735
150	150	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		1736
151	151	0	0	4/4	2	1	1/2	1/2	1		6	30		1746
151	151	0	0	4/4	2	1	1/2	1/2	1		7	37		1746
151	151	0	0	4/4	2	1	1/2	1/2	1		6	42		1746
151	151	0	0	4/4	1	1	1/8	1/8	1		7	73		1738
151	151	0	0	4/4	1	1	1/8	1/8	1		6	78		1738
151	151	1/8	1/8	4/4	1	1	1/8	1/8	1		6	66		1739
151	151	1/4	1/4	4/4	1	1	1/8	1/8	1		7	73		1740
151	151	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1740
151	151	3/8	3/8	4/4	1	1	1/8	1/8	1		6	66		1741
151	151	1/2	1/2	4/4	2	1	1/2	1/2	1		7	37		1747
151	151	1/2	1/2	4/4	2	1	1/2	1/2	1		6	42		1747
151	151	1/2	1/2	4/4	2	1	1/2	1/2	1		7	49		1747
151	151	1/2	1/2	4/4	1	1	1/8	1/8	1		6	66		1742
151	151	1/2	1/2	4/4	1	1	1/8	1/8	1		7	73		1742
151	151	5/8	5/8	4/4	1	1	1/8	1/8	1		7	61		1743
151	151	3/4	3/4	4/4	1	1	1/8	1/8	1		6	66		1744
151	151	3/4	3/4	4/4	1	1	1/8	1/8	1		7	73		1744
151	151	7/8	7/8	4/4	1	1	1/8	1/8	1		7	61		1745
152	152	0	0	4/4	2	1	1/8	1/8	1		5	35		1749
152	152	0	0	4/4	1	1	1	1	1		9	63		1748
152	152	0	0	4/4	1	1	1	1	1		6	66		1748
152	152	0	0	4/4	1	1	1	1	1		9	75		1748
152	152	1/8	1/8	4/4	2	1	1/8	1/8	1		6	42		1750
152	152	1/4	1/4	4/4	2	1	1/8	1/8	1		5	47		1751
152	152	3/8	3/8	4/4	2	1	1/8	1/8	1		9	51		1752
152	152	1/2	1/2	4/4	2	1	1/8	1/8	1		6	54		1753
